InventoryLegSK	CarrierCode	FlightNumber	DepartureAirport	ArrivalAirport	DepartureDateTimeLocal	DepartureDateTimeUTC	ArrivalDateTimeLocal	ArrivalDateTimeUTC	ArrivalCountry	DepartureCountry	RouteGroup	Region	FlightCapacity	FlightStatus
9076232	FR	6318	CRL	MRS	2022-06-12 07:30:00	2022-06-12 05:30:00	2022-06-12 09:15:00	2022-06-12 07:15:00	France	Belgium	CITY	BENL-FRIT	189	Departed
9169234	FR	4945	PRG	BGY	2022-08-21 12:20:00	2022-08-21 10:20:00	2022-08-21 13:40:00	2022-08-21 11:40:00	Italy	Czech Republic	CITY	EAST-ESFRIT	197	Departed
9204608	FR	4668	BRI	BGY	2022-09-28 12:40:00	2022-09-28 10:40:00	2022-09-28 14:05:00	2022-09-28 12:05:00	Italy	Italy	DOMESTIC	MIL DOM	189	Departed
9503524	FR	8910	TLV	BRI	2022-06-29 20:20:00	2022-06-29 17:20:00	2022-06-29 22:20:00	2022-06-29 20:20:00	Italy	Israel	LEISURE	S EUR LEISURE	189	Cancelled
9659254	FR	5149	ZAD	BGY	2022-08-12 22:55:00	2022-08-12 20:55:00	2022-08-12 23:59:00	2022-08-12 21:59:00	Italy	Croatia	LEISURE	S EUR LEISURE	189	Cancelled
9621382	FR	5454	BRI	SOF	2022-07-20 21:35:00	2022-07-20 19:35:00	2022-07-20 23:55:00	2022-07-20 20:55:00	Bulgaria	Italy	CITY	EAST-ESFRIT	197	Departed
9055073	FR	3064	TFN	BCN	2022-07-13 11:30:00	2022-07-13 10:30:00	2022-07-13 15:45:00	2022-07-13 13:45:00	Spain	Spain	DOMESTIC	ES CANARY	189	Departed
9765412	FR	1683	EGC	EMA	2022-09-27 10:10:00	2022-09-27 08:10:00	2022-09-27 10:50:00	2022-09-27 09:50:00	United Kingdom	France	LEISURE	UK REG LEISURE	189	Cancelled
9571318	FR	7473	EIN	OPO	2022-08-19 20:40:00	2022-08-19 18:40:00	2022-08-19 22:10:00	2022-08-19 21:10:00	Portugal	Netherlands	CITY	BENL-ESPT	189	Departed
9398582	FR	5051	FKB	VLC	2022-06-10 08:40:00	2022-06-10 06:40:00	2022-06-10 10:50:00	2022-06-10 08:50:00	Spain	Germany	CITY	DE-ESPT	189	Departed
9166583	FR	4945	PRG	BGY	2022-08-05 18:25:00	2022-08-05 16:25:00	2022-08-05 19:45:00	2022-08-05 17:45:00	Italy	Czech Republic	CITY	EAST-ESFRIT	189	Cancelled
9530884	FR	4912	PMO	BLQ	2022-05-30 08:30:00	2022-05-30 06:30:00	2022-05-30 09:55:00	2022-05-30 07:55:00	Italy	Italy	DOMESTIC	IT DOM	197	Departed
9132073	FR	1799	TLS	LIS	2022-04-16 19:30:00	2022-04-16 17:30:00	2022-04-16 20:30:00	2022-04-16 19:30:00	Portugal	France	CITY	ESPT-FR	189	Departed
9504268	FR	7857	LWO	BGY	2022-06-25 10:40:00	2022-06-25 07:40:00	2022-06-25 11:45:00	2022-06-25 09:45:00	Italy	Ukraine	CITY	EAST-ESFRIT	189	Cancelled
9158877	FR	2815	CGN	STN	2022-06-14 21:45:00	2022-06-14 19:45:00	2022-06-14 22:00:00	2022-06-14 21:00:00	United Kingdom	Germany	CITY	LON CITY MULTI	189	Departed
9806324	FR	933	FCO	CGN	2022-07-05 12:25:00	2022-07-05 10:25:00	2022-07-05 14:30:00	2022-07-05 12:30:00	Germany	Italy	CITY	DE-FRITIE	189	Departed
9146105	FR	9832	HHN	PMI	2022-06-15 21:30:00	2022-06-15 19:30:00	2022-06-15 23:35:00	2022-06-15 21:35:00	Spain	Germany	LEISURE	DE LEISURE	189	Departed
9498632	FR	8001	TPS	FKB	2022-04-01 20:45:00	2022-04-01 18:45:00	2022-04-01 22:50:00	2022-04-01 20:50:00	Germany	Italy	LEISURE	DE LEISURE	189	Departed
8960954	FR	7054	DUB	AGP	2022-07-11 19:50:00	2022-07-11 18:50:00	2022-07-11 23:45:00	2022-07-11 21:45:00	Spain	Ireland	LEISURE	IE LEISURE	189	Departed
9780816	FR	4988	BGY	CFU	2022-08-04 10:50:00	2022-08-04 08:50:00	2022-08-04 13:40:00	2022-08-04 10:40:00	Greece	Italy	LEISURE	S EUR LEISURE	189	Departed
9003548	FR	3918	STN	PMO	2022-04-17 17:20:00	2022-04-17 16:20:00	2022-04-17 21:15:00	2022-04-17 19:15:00	Italy	United Kingdom	CITY	LON CITY	197	Departed
10122857	FR	8428	TSF	SOF	2022-06-11 16:20:00	2022-06-11 14:20:00	2022-06-11 19:00:00	2022-06-11 16:00:00	Bulgaria	Italy	CITY	EAST-ESFRIT	189	Departed
9896867	FR	381	HHN	DUB	2022-08-03 10:25:00	2022-08-03 08:25:00	2022-08-03 11:30:00	2022-08-03 10:30:00	Ireland	Germany	CITY	IE CITY	189	Departed
9746857	FR	979	MXP	BDS	2022-06-08 15:15:00	2022-06-08 13:15:00	2022-06-08 16:55:00	2022-06-08 14:55:00	Italy	Italy	DOMESTIC	MIL DOM	189	Cancelled
9398206	FR	3348	AGP	TFS	2022-04-09 18:20:00	2022-04-09 16:20:00	2022-04-09 20:00:00	2022-04-09 19:00:00	Spain	Spain	DOMESTIC	ES CANARY	189	Departed
9082614	FR	3059	MAH	MAD	2022-04-22 16:30:00	2022-04-22 14:30:00	2022-04-22 18:05:00	2022-04-22 16:05:00	Spain	Spain	DOMESTIC	BCNMAD DOM	189	Cancelled
9484837	FR	4623	TLL	ARN	2022-06-07 18:15:00	2022-06-07 15:15:00	2022-06-07 18:20:00	2022-06-07 16:20:00	Sweden	Estonia	CITY	SCAN N EUR	197	Departed
9536436	FR	8964	ACE	BCN	2022-09-16 18:40:00	2022-09-16 17:40:00	2022-09-16 22:35:00	2022-09-16 20:35:00	Spain	Spain	DOMESTIC	ES CANARY	189	Departed
9029553	FR	7157	MAD	DUB	2022-07-18 22:35:00	2022-07-18 20:35:00	2022-07-19 00:05:00	2022-07-18 23:05:00	Ireland	Spain	CITY	IE CITY	189	Departed
9774223	FR	1074	REU	EMA	2022-05-20 10:25:00	2022-05-20 08:25:00	2022-05-20 11:40:00	2022-05-20 10:40:00	United Kingdom	Spain	LEISURE	UK REG LEISURE	189	Departed
9613816	FR	4089	NAP	BUD	2022-07-28 17:15:00	2022-07-28 15:15:00	2022-07-28 18:55:00	2022-07-28 16:55:00	Hungary	Italy	LEISURE	CE EUR LEISURE	189	Departed
9400526	FR	8762	HHN	SVQ	2022-05-22 21:10:00	2022-05-22 19:10:00	2022-05-22 23:55:00	2022-05-22 21:55:00	Spain	Germany	LEISURE	DE LEISURE	189	Departed
9004394	FR	7412	EIN	FAO	2022-05-09 11:00:00	2022-05-09 09:00:00	2022-05-09 13:00:00	2022-05-09 12:00:00	Portugal	Netherlands	LEISURE	BENLFR LEISURE	189	Departed
8954104	FR	9866	HHN	PMI	2022-07-08 15:15:00	2022-07-08 13:15:00	2022-07-08 17:20:00	2022-07-08 15:20:00	Spain	Germany	LEISURE	DE LEISURE	189	Cancelled
9542519	FR	1822	EIN	VLC	2022-09-26 14:10:00	2022-09-26 12:10:00	2022-09-26 16:30:00	2022-09-26 14:30:00	Spain	Netherlands	LEISURE	BENLFR LEISURE	189	Departed
9112816	FR	3165	BUD	BGY	2022-06-24 15:35:00	2022-06-24 13:35:00	2022-06-24 17:10:00	2022-06-24 15:10:00	Italy	Hungary	CITY	EAST-ESFRIT	189	Departed
9771154	FR	2100	MAN	CFU	2022-05-12 15:05:00	2022-05-12 14:05:00	2022-05-12 20:25:00	2022-05-12 17:25:00	Greece	United Kingdom	LEISURE	UK REG LEISURE	189	Departed
9811995	FR	9077	RHO	MAN	2022-08-07 20:40:00	2022-08-07 17:40:00	2022-08-07 23:05:00	2022-08-07 22:05:00	United Kingdom	Greece	LEISURE	UK REG LEISURE	189	Departed
9206749	FR	4659	BRI	BGY	2022-05-07 12:35:00	2022-05-07 10:35:00	2022-05-07 14:00:00	2022-05-07 12:00:00	Italy	Italy	DOMESTIC	MIL DOM	189	Departed
9115382	FR	6515	BUD	CIA	2022-04-04 15:35:00	2022-04-04 13:35:00	2022-04-04 17:10:00	2022-04-04 15:10:00	Italy	Hungary	CITY	EAST-ESFRIT	189	Departed
9540296	FR	5104	ATH	CTA	2022-08-08 15:35:00	2022-08-08 12:35:00	2022-08-08 16:20:00	2022-08-08 14:20:00	Italy	Greece	CITY	GREECE EURO CITY	189	Departed
10133791	FR	5104	ATH	CTA	2022-07-12 17:30:00	2022-07-12 14:30:00	2022-07-12 18:15:00	2022-07-12 16:15:00	Italy	Greece	CITY	GREECE EURO CITY	189	Departed
9674552	FR	7105	BRI	FCO	2022-08-08 20:45:00	2022-08-08 18:45:00	2022-08-08 21:50:00	2022-08-08 19:50:00	Italy	Italy	DOMESTIC	ROM DOM	189	Cancelled
10117015	FR	4771	ARN	CGN	2022-07-14 15:50:00	2022-07-14 13:50:00	2022-07-14 18:00:00	2022-07-14 16:00:00	Germany	Sweden	CITY	SCAN N EUR	189	Departed
9014192	FR	7138	DUB	LIS	2022-07-19 18:25:00	2022-07-19 17:25:00	2022-07-19 21:05:00	2022-07-19 20:05:00	Portugal	Ireland	CITY	IE CITY	197	Departed
8986573	FR	3718	BUD	STN	2022-05-06 10:20:00	2022-05-06 08:20:00	2022-05-06 11:50:00	2022-05-06 10:50:00	United Kingdom	Hungary	CITY	LON CITY MULTI	189	Departed
8946920	FR	2896	BCN	PMI	2022-08-09 13:40:00	2022-08-09 11:40:00	2022-08-09 14:30:00	2022-08-09 12:30:00	Spain	Spain	DOMESTIC	BCNMAD DOM	189	Departed
9653737	FR	4085	BER	BRI	2022-08-15 10:50:00	2022-08-15 08:50:00	2022-08-15 13:00:00	2022-08-15 11:00:00	Italy	Germany	LEISURE	DE LEISURE	189	Departed
9507865	FR	4657	TRN	NAP	2022-05-31 18:05:00	2022-05-31 16:05:00	2022-05-31 19:35:00	2022-05-31 17:35:00	Italy	Italy	DOMESTIC	IT DOM	189	Cancelled
9168467	FR	2991	CPH	BGY	2022-09-15 13:05:00	2022-09-15 11:05:00	2022-09-15 15:10:00	2022-09-15 13:10:00	Italy	Denmark	CITY	SCAN-ESIT	189	Cancelled
9668817	FR	4101	CIA	HHN	2022-08-19 13:40:00	2022-08-19 11:40:00	2022-08-19 15:30:00	2022-08-19 13:30:00	Germany	Italy	CITY	DE-FRITIE	189	Cancelled
9205909	FR	7749	CAG	BGY	2022-05-15 18:15:00	2022-05-15 16:15:00	2022-05-15 19:40:00	2022-05-15 17:40:00	Italy	Italy	DOMESTIC	MIL DOM	189	Cancelled
9066046	FR	6532	OPO	MRS	2022-05-27 18:55:00	2022-05-27 17:55:00	2022-05-27 21:50:00	2022-05-27 19:50:00	France	Portugal	CITY	ESPT-FR	189	Departed
9217849	FR	9778	PSA	BDS	2022-09-08 14:10:00	2022-09-08 12:10:00	2022-09-08 15:35:00	2022-09-08 13:35:00	Italy	Italy	DOMESTIC	IT DOM	189	Cancelled
9160990	FR	2098	CIA	LIS	2022-05-25 15:20:00	2022-05-25 13:20:00	2022-05-25 17:25:00	2022-05-25 16:25:00	Portugal	Italy	CITY	ESPT-IT	189	Departed
9578323	FR	9820	VLC	MAH	2022-07-06 07:10:00	2022-07-06 05:10:00	2022-07-06 08:15:00	2022-07-06 06:15:00	Spain	Spain	DOMESTIC	ESPT DOM	189	Departed
9002744	FR	9602	MAD	CIA	2022-07-24 12:05:00	2022-07-24 10:05:00	2022-07-24 14:15:00	2022-07-24 12:15:00	Italy	Spain	CITY	ESPT-IT	189	Cancelled
9141249	FR	1546	FRA	STN	2022-04-28 18:20:00	2022-04-28 16:20:00	2022-04-28 18:50:00	2022-04-28 17:50:00	United Kingdom	Germany	CITY	LON CITY MULTI	189	Cancelled
9873739	FR	7927	NUE	PMI	2022-05-25 06:20:00	2022-05-25 04:20:00	2022-05-25 08:30:00	2022-05-25 06:30:00	Spain	Germany	LEISURE	DE LEISURE	189	Departed
9722051	RK	1394	STN	OSL	2022-04-05 16:30:00	2022-04-05 15:30:00	2022-04-05 19:30:00	2022-04-05 17:30:00	Norway	United Kingdom	CITY	LON CITY MULTI	189	Departed
9031817	FR	7805	LTN	ATH	2022-04-30 15:00:00	2022-04-30 14:00:00	2022-04-30 20:35:00	2022-04-30 17:35:00	Greece	United Kingdom	CITY	LON CITY	189	Departed
9711866	FR	8652	VCE	TPS	2022-08-05 17:40:00	2022-08-05 15:40:00	2022-08-05 19:20:00	2022-08-05 17:20:00	Italy	Italy	DOMESTIC	IT DOM	189	Departed
9766269	FR	1757	VLC	EMA	2022-07-05 20:45:00	2022-07-05 18:45:00	2022-07-05 22:15:00	2022-07-05 21:15:00	United Kingdom	Spain	LEISURE	UK REG LEISURE	189	Departed
9135382	FR	4170	FAO	FRA	2022-05-09 17:50:00	2022-05-09 16:50:00	2022-05-09 22:00:00	2022-05-09 20:00:00	Germany	Portugal	LEISURE	DE LEISURE	189	Cancelled
8977655	FR	14	ATH	STN	2022-04-30 12:15:00	2022-04-30 09:15:00	2022-04-30 14:00:00	2022-04-30 13:00:00	United Kingdom	Greece	CITY	LON CITY MULTI	197	Departed
9825910	FR	9685	FCO	MAD	2022-06-08 17:25:00	2022-06-08 15:25:00	2022-06-08 19:55:00	2022-06-08 17:55:00	Spain	Italy	CITY	ESPT-IT	189	Cancelled
9768250	FR	1697	WMI	CFU	2022-07-12 19:10:00	2022-07-12 17:10:00	2022-07-12 22:30:00	2022-07-12 19:30:00	Greece	Poland	LEISURE	CE EUR LEISURE	189	Departed
9772801	FR	7413	CHQ	TLV	2022-06-27 18:45:00	2022-06-27 15:45:00	2022-06-27 21:05:00	2022-06-27 18:05:00	Israel	Greece	LEISURE	S EUR LEISURE	189	Departed
9523660	FR	9025	FCO	BDS	2022-05-26 20:40:00	2022-05-26 18:40:00	2022-05-26 21:50:00	2022-05-26 19:50:00	Italy	Italy	DOMESTIC	ROM DOM	189	Cancelled
9800434	FR	5899	PSR	TRN	2022-04-11 08:10:00	2022-04-11 06:10:00	2022-04-11 09:30:00	2022-04-11 07:30:00	Italy	Italy	DOMESTIC	IT DOM	189	Departed
9861454	FR	6790	CUF	BRI	2022-04-06 17:10:00	2022-04-06 15:10:00	2022-04-06 18:40:00	2022-04-06 16:40:00	Italy	Italy	DOMESTIC	IT DOM	189	Departed
9699008	FR	1483	VCE	VIE	2022-08-27 19:10:00	2022-08-27 17:10:00	2022-08-27 20:20:00	2022-08-27 18:20:00	Austria	Italy	CITY	EAST-ESFRIT	180	Departed
9076348	FR	438	REU	DUB	2022-08-23 15:25:00	2022-08-23 13:25:00	2022-08-23 17:00:00	2022-08-23 16:00:00	Ireland	Spain	LEISURE	IE LEISURE	189	Departed
9772262	FR	470	EMA	RMU	2022-09-15 16:35:00	2022-09-15 15:35:00	2022-09-15 20:20:00	2022-09-15 18:20:00	Spain	United Kingdom	LEISURE	UK REG LEISURE	189	Departed
8952356	FR	2951	BRU	MAD	2022-08-10 19:55:00	2022-08-10 17:55:00	2022-08-10 22:20:00	2022-08-10 20:20:00	Spain	Belgium	CITY	BENL-ESPT	189	Departed
9507436	FR	9456	DUB	BLQ	2022-05-02 16:10:00	2022-05-02 15:10:00	2022-05-02 19:35:00	2022-05-02 17:35:00	Italy	Ireland	CITY	IE CITY	189	Cancelled
9109219	FR	7361	BGY	VIE	2022-08-23 16:20:00	2022-08-23 14:20:00	2022-08-23 17:40:00	2022-08-23 15:40:00	Austria	Italy	CITY	EAST-ESFRIT	180	Departed
9464649	FR	7770	BUD	PVK	2022-07-03 15:00:00	2022-07-03 13:00:00	2022-07-03 17:45:00	2022-07-03 14:45:00	Greece	Hungary	LEISURE	CE EUR LEISURE	189	Departed
8989461	FR	3718	BUD	STN	2022-07-17 18:15:00	2022-07-17 16:15:00	2022-07-17 19:45:00	2022-07-17 18:45:00	United Kingdom	Hungary	CITY	LON CITY MULTI	189	Cancelled
9660545	FR	4655	CAG	NAP	2022-09-19 08:20:00	2022-09-19 06:20:00	2022-09-19 09:30:00	2022-09-19 07:30:00	Italy	Italy	DOMESTIC	IT DOM	189	Departed
9702186	FR	3254	LIS	PIS	2022-06-21 12:05:00	2022-06-21 11:05:00	2022-06-21 15:15:00	2022-06-21 13:15:00	France	Portugal	CITY	ESPT-FR	189	Cancelled
9881814	FR	770	PSA	WRO	2022-09-02 16:20:00	2022-09-02 14:20:00	2022-09-02 18:10:00	2022-09-02 16:10:00	Poland	Italy	CITY	EAST-ESFRIT	189	Departed
10088362	FR	1592	CGN	MAN	2022-08-27 07:45:00	2022-08-27 05:45:00	2022-08-27 08:15:00	2022-08-27 07:15:00	United Kingdom	Germany	CITY	UK REG CITY	189	Departed
9697977	FR	7309	AHO	VIE	2022-08-07 16:30:00	2022-08-07 14:30:00	2022-08-07 18:20:00	2022-08-07 16:20:00	Austria	Italy	LEISURE	CE EUR LEISURE	180	Departed
10092876	FR	9390	SCQ	BOD	2022-07-11 21:35:00	2022-07-11 19:35:00	2022-07-11 23:00:00	2022-07-11 21:00:00	France	Spain	LEISURE	BENLFR LEISURE	189	Departed
10090701	RK	523	LDE	STN	2022-04-25 18:10:00	2022-04-25 16:10:00	2022-04-25 19:00:00	2022-04-25 18:00:00	United Kingdom	France	CITY	LON CITY	189	Departed
9112046	FR	1320	VIE	CPH	2022-08-15 07:35:00	2022-08-15 05:35:00	2022-08-15 09:15:00	2022-08-15 07:15:00	Denmark	Austria	CITY	SCAN N EUR	189	Cancelled
9212219	FR	9932	CAG	PSA	2022-04-11 08:00:00	2022-04-11 06:00:00	2022-04-11 09:05:00	2022-04-11 07:05:00	Italy	Italy	DOMESTIC	IT DOM	189	Cancelled
9603010	FR	8798	TGD	ZAG	2022-07-30 22:25:00	2022-07-30 20:25:00	2022-07-30 23:35:00	2022-07-30 21:35:00	Croatia	Montenegro	LEISURE	CE EUR LEISURE	180	Departed
9657407	FR	8832	BDS	EIN	2022-09-08 14:30:00	2022-09-08 12:30:00	2022-09-08 17:00:00	2022-09-08 15:00:00	Netherlands	Italy	LEISURE	BENLFR LEISURE	189	Cancelled
9731820	FR	8916	TPS	FCO	2022-08-09 12:20:00	2022-08-09 10:20:00	2022-08-09 13:30:00	2022-08-09 11:30:00	Italy	Italy	DOMESTIC	ROM DOM	197	Departed
9041916	FR	2078	MRS	LIS	2022-06-26 20:10:00	2022-06-26 18:10:00	2022-06-26 21:30:00	2022-06-26 20:30:00	Portugal	France	CITY	ESPT-FR	189	Departed
9189740	FR	4879	CIA	CAG	2022-08-01 19:55:00	2022-08-01 17:55:00	2022-08-01 20:55:00	2022-08-01 18:55:00	Italy	Italy	DOMESTIC	ROM DOM	189	Departed
9028378	FR	8379	SCQ	STN	2022-05-01 06:25:00	2022-05-01 04:25:00	2022-05-01 07:30:00	2022-05-01 06:30:00	United Kingdom	Spain	CITY	LON CITY	189	Departed
9453315	FR	9354	STN	HEL	2022-05-10 17:20:00	2022-05-10 16:20:00	2022-05-10 22:10:00	2022-05-10 19:10:00	Finland	United Kingdom	CITY	LON CITY	189	Departed
9185212	FR	2991	CPH	BGY	2022-04-20 09:00:00	2022-04-20 07:00:00	2022-04-20 11:05:00	2022-04-20 09:05:00	Italy	Denmark	CITY	SCAN-ESIT	189	Cancelled
8971385	FR	3219	BGY	MAN	2022-07-01 16:50:00	2022-07-01 14:50:00	2022-07-01 18:00:00	2022-07-01 17:00:00	United Kingdom	Italy	CITY	UK REG CITY	189	Departed
9876263	FR	6100	CAG	PSA	2022-04-24 15:25:00	2022-04-24 13:25:00	2022-04-24 16:30:00	2022-04-24 14:30:00	Italy	Italy	DOMESTIC	IT DOM	197	Departed
9837803	FR	7353	CRL	EDI	2022-04-19 17:05:00	2022-04-19 15:05:00	2022-04-19 17:40:00	2022-04-19 16:40:00	United Kingdom	Belgium	CITY	UK REG CITY	189	Departed
9078071	FR	23	BVA	DUB	2022-04-23 14:20:00	2022-04-23 12:20:00	2022-04-23 14:50:00	2022-04-23 13:50:00	Ireland	France	CITY	IE CITY	189	Departed
8956276	FR	7208	CGN	PMI	2022-07-31 13:15:00	2022-07-31 11:15:00	2022-07-31 15:30:00	2022-07-31 13:30:00	Spain	Germany	LEISURE	DE LEISURE	180	Departed
9494373	FR	8502	PMO	OTP	2022-04-21 14:05:00	2022-04-21 12:05:00	2022-04-21 17:10:00	2022-04-21 14:10:00	Romania	Italy	LEISURE	CE EUR LEISURE	189	Cancelled
9187721	FR	7076	BRI	FCO	2022-05-25 22:15:00	2022-05-25 20:15:00	2022-05-25 23:20:00	2022-05-25 21:20:00	Italy	Italy	DOMESTIC	ROM DOM	189	Departed
10138026	FR	2119	EIN	GRO	2022-09-14 13:15:00	2022-09-14 11:15:00	2022-09-14 15:15:00	2022-09-14 13:15:00	Spain	Netherlands	LEISURE	BENLFR LEISURE	189	Departed
9825690	FR	406	CPH	FCO	2022-08-19 11:15:00	2022-08-19 09:15:00	2022-08-19 13:55:00	2022-08-19 11:55:00	Italy	Denmark	CITY	SCAN-ESIT	189	Departed
9537846	FR	9339	CRL	PMI	2022-07-06 12:50:00	2022-07-06 10:50:00	2022-07-06 14:55:00	2022-07-06 12:55:00	Spain	Belgium	LEISURE	BENLFR LEISURE	189	Departed
9512731	FR	3998	BLQ	PVK	2022-04-29 11:05:00	2022-04-29 09:05:00	2022-04-29 13:55:00	2022-04-29 10:55:00	Greece	Italy	LEISURE	S EUR LEISURE	189	Cancelled
9455898	FR	9476	NAP	VIE	2022-05-11 21:20:00	2022-05-11 19:20:00	2022-05-11 23:00:00	2022-05-11 21:00:00	Austria	Italy	LEISURE	CE EUR LEISURE	180	Departed
8986721	FR	9274	EIN	STN	2022-09-22 21:05:00	2022-09-22 19:05:00	2022-09-22 21:10:00	2022-09-22 20:10:00	United Kingdom	Netherlands	CITY	LON CITY MULTI	189	Departed
9666440	FR	8630	TSF	OTP	2022-07-06 12:00:00	2022-07-06 10:00:00	2022-07-06 15:00:00	2022-07-06 12:00:00	Romania	Italy	CITY	EAST-ESFRIT	189	Cancelled
9219173	FR	6492	CTA	PSA	2022-08-18 09:00:00	2022-08-18 07:00:00	2022-08-18 10:35:00	2022-08-18 08:35:00	Italy	Italy	DOMESTIC	IT DOM	197	Departed
9068464	FR	2078	MRS	LIS	2022-08-02 21:35:00	2022-08-02 19:35:00	2022-08-02 22:55:00	2022-08-02 21:55:00	Portugal	France	CITY	ESPT-FR	189	Departed
9173610	FR	9686	MAD	CIA	2022-06-18 20:35:00	2022-06-18 18:35:00	2022-06-18 22:50:00	2022-06-18 20:50:00	Italy	Spain	CITY	ESPT-IT	189	Cancelled
9825029	FR	2422	KUN	RHO	2022-07-23 16:45:00	2022-07-23 13:45:00	2022-07-23 19:55:00	2022-07-23 16:55:00	Greece	Lithuania	LEISURE	CE EUR LEISURE	189	Departed
9722567	RK	3034	AGA	STN	2022-04-21 09:30:00	2022-04-21 08:30:00	2022-04-21 14:15:00	2022-04-21 13:15:00	United Kingdom	Morocco	LEISURE	LON LEISURE	189	Departed
9655247	FR	9364	PSR	GRO	2022-08-04 09:40:00	2022-08-04 07:40:00	2022-08-04 11:20:00	2022-08-04 09:20:00	Spain	Italy	CITY	ESPT-IT	189	Cancelled
9480566	FR	4239	TLS	PMI	2022-04-15 06:25:00	2022-04-15 04:25:00	2022-04-15 07:35:00	2022-04-15 05:35:00	Spain	France	LEISURE	BENLFR LEISURE	189	Departed
9009270	FR	9045	BCN	STN	2022-04-18 11:00:00	2022-04-18 09:00:00	2022-04-18 12:20:00	2022-04-18 11:20:00	United Kingdom	Spain	CITY	LON CITY MULTI	189	Departed
9650217	FR	4933	BVA	PMO	2022-07-19 12:25:00	2022-07-19 10:25:00	2022-07-19 14:50:00	2022-07-19 12:50:00	Italy	France	LEISURE	BENLFR LEISURE	189	Departed
9822574	FR	1199	ATH	FCO	2022-05-29 14:35:00	2022-05-29 11:35:00	2022-05-29 15:40:00	2022-05-29 13:40:00	Italy	Greece	CITY	GREECE EURO CITY	189	Departed
9523776	FR	8972	PMO	BDS	2022-04-02 22:30:00	2022-04-02 20:30:00	2022-04-02 23:45:00	2022-04-02 21:45:00	Italy	Italy	DOMESTIC	IT DOM	189	Cancelled
9545229	FR	4058	HAM	AGP	2022-09-28 19:25:00	2022-09-28 17:25:00	2022-09-28 22:45:00	2022-09-28 20:45:00	Spain	Germany	LEISURE	DE LEISURE	197	Departed
9154776	FR	2693	LIS	CIA	2022-06-04 09:30:00	2022-06-04 08:30:00	2022-06-04 13:15:00	2022-06-04 11:15:00	Italy	Portugal	CITY	ESPT-IT	189	Departed
9539484	FR	2028	OPO	ALC	2022-09-18 19:40:00	2022-09-18 18:40:00	2022-09-18 22:10:00	2022-09-18 20:10:00	Spain	Portugal	DOMESTIC	ESPT DOM	189	Departed
8977340	FR	8297	ALC	BRS	2022-09-18 21:50:00	2022-09-18 19:50:00	2022-09-18 23:20:00	2022-09-18 22:20:00	United Kingdom	Spain	LEISURE	UK REG LEISURE	189	Departed
9771857	FR	1633	LIG	EMA	2022-07-05 21:45:00	2022-07-05 19:45:00	2022-07-05 22:20:00	2022-07-05 21:20:00	United Kingdom	France	LEISURE	UK REG LEISURE	189	Departed
9580947	FR	4690	SKG	ARN	2022-08-15 06:35:00	2022-08-15 03:35:00	2022-08-15 08:55:00	2022-08-15 06:55:00	Sweden	Greece	LEISURE	SCAN LEISURE	189	Departed
9212468	FR	8795	BGY	BDS	2022-05-23 16:25:00	2022-05-23 14:25:00	2022-05-23 18:00:00	2022-05-23 16:00:00	Italy	Italy	DOMESTIC	MIL DOM	189	Cancelled
9141957	FR	2956	CRL	MLA	2022-06-24 21:50:00	2022-06-24 19:50:00	2022-06-25 00:35:00	2022-06-24 22:35:00	Malta	Belgium	LEISURE	BENLFR LEISURE	197	Departed
9493496	FR	8695	NAP	TLV	2022-06-09 15:30:00	2022-06-09 13:30:00	2022-06-09 19:45:00	2022-06-09 16:45:00	Israel	Italy	LEISURE	S EUR LEISURE	189	Cancelled
9097316	FR	464	STN	TRN	2022-07-27 15:00:00	2022-07-27 14:00:00	2022-07-27 17:50:00	2022-07-27 15:50:00	Italy	United Kingdom	CITY	LON CITY	189	Departed
9400913	FR	5263	BVA	SVQ	2022-05-23 16:30:00	2022-05-23 14:30:00	2022-05-23 18:55:00	2022-05-23 16:55:00	Spain	France	CITY	ESPT-FR	189	Departed
9037534	FR	9142	STN	FAO	2022-09-19 07:10:00	2022-09-19 06:10:00	2022-09-19 10:00:00	2022-09-19 09:00:00	Portugal	United Kingdom	LEISURE	LON LEISURE	189	Departed
9437665	FR	6638	GOA	CRL	2022-04-19 16:30:00	2022-04-19 14:30:00	2022-04-19 18:10:00	2022-04-19 16:10:00	Belgium	Italy	CITY	BENL-FRIT	197	Departed
9657211	FR	3021	JTR	FCO	2022-09-05 16:10:00	2022-09-05 13:10:00	2022-09-05 17:20:00	2022-09-05 15:20:00	Italy	Greece	LEISURE	S EUR LEISURE	189	Cancelled
9012775	FR	7412	EIN	FAO	2022-07-18 11:00:00	2022-07-18 09:00:00	2022-07-18 13:00:00	2022-07-18 12:00:00	Portugal	Netherlands	LEISURE	BENLFR LEISURE	189	Departed
9149771	FR	8729	STN	MXP	2022-09-17 08:45:00	2022-09-17 07:45:00	2022-09-17 11:35:00	2022-09-17 09:35:00	Italy	United Kingdom	CITY	LON CITY MULTI	189	Cancelled
9878501	FR	5193	SUF	BGY	2022-08-16 13:05:00	2022-08-16 11:05:00	2022-08-16 14:45:00	2022-08-16 12:45:00	Italy	Italy	DOMESTIC	MIL DOM	189	Departed
8963418	FR	2912	FAO	BHX	2022-09-12 06:45:00	2022-09-12 05:45:00	2022-09-12 09:35:00	2022-09-12 08:35:00	United Kingdom	Portugal	LEISURE	UK REG LEISURE	189	Departed
